# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1706797423.42316 1.377785 -1.578263 1.443725 0.029029 0.016551 -0.935283 0.352320 0.0000022505 0.0000002470 -0.0000262872 0.0000005946 -0.0000042712 0.0004009102 0.0035825442 0.0008747318 0.0000195727 0.0033715851 -0.0000055843 0.0025457704
1706797423.49068 1.380269 -1.577080 1.443595 0.029213 0.015363 -0.934423 0.354632 0.0000022280 0.0000001801 -0.0000261354 0.0000005700 -0.0000032405 0.0004009411 0.0035808598 0.0008756930 0.0000196242 0.0033737305 -0.0000056578 0.0025457644
1706797423.55752 1.382485 -1.576187 1.443708 0.029645 0.015474 -0.933440 0.357172 0.0000022665 0.0000001730 -0.0000264497 0.0000005619 -0.0000030692 0.0004008928 0.0035797108 0.0008766133 0.0000196752 0.0033754205 -0.0000057264 0.0025457592
1706797423.62436 1.384366 -1.575507 1.444300 0.030396 0.014946 -0.932358 0.359947 0.0000023217 0.0000001312 -0.0000268755 0.0000005477 -0.0000023791 0.0004008348 0.0035787792 0.0008775343 0.0000197243 0.0033769583 -0.0000057942 0.0025457618
1706797423.69120 1.385229 -1.575360 1.444244 0.030471 0.014708 -0.931286 0.362715 0.0000023169 0.0000001138 -0.0000268584 0.0000005397 -0.0000021016 0.0004008296 0.0035783969 0.0008781260 0.0000197662 0.0033775105 -0.0000058585 0.0025457631
1706797423.75804 1.385594 -1.575256 1.443567 0.030282 0.014925 -0.930182 0.365544 0.0000023149 0.0000001225 -0.0000268594 0.0000005361 -0.0000022153 0.0004008169 0.0035783120 0.0008783114 0.0000198007 0.0033771231 -0.0000059121 0.0025457624
1706797423.82488 1.385469 -1.575120 1.442510 0.029611 0.014642 -0.929164 0.368189 0.0000022434 0.0000001111 -0.0000263417 0.0000005299 -0.0000020698 0.0004008760 0.0035781495 0.0008782213 0.0000198214 0.0033763109 -0.0000059606 0.0025457586
1706797423.89173 1.384732 -1.575141 1.441522 0.028668 0.015344 -0.928336 0.370317 0.0000021697 0.0000001595 -0.0000257997 0.0000005352 -0.0000028533 0.0004009261 0.0035780559 0.0008778057 0.0000198313 0.0033748718 -0.0000060003 0.0025457503
1706797423.95857 1.383675 -1.575178 1.441397 0.028990 0.015897 -0.927698 0.371864 0.0000022293 0.0000001786 -0.0000262738 0.0000005348 -0.0000030874 0.0004008496 0.0035778125 0.0008771197 0.0000198384 0.0033730580 -0.0000060340 0.0025457425
1706797424.02536 1.382113 -1.575292 1.441617 0.029104 0.015964 -0.927346 0.372729 0.0000022378 0.0000001810 -0.0000263561 0.0000005317 -0.0000031104 0.0004008283 0.0035777946 0.0008763161 0.0000198370 0.0033708584 -0.0000060720 0.0025457337
1706797424.09207 1.380094 -1.575752 1.441785 0.028718 0.016515 -0.927609 0.372081 0.0000022140 0.0000002192 -0.0000261883 0.0000005389 -0.0000037118 0.0004008315 0.0035781804 0.0008754510 0.0000198240 0.0033682292 -0.0000061116 0.0025457232
1706797424.15878 1.377603 -1.576505 1.442040 0.028059 0.017171 -0.928631 0.369543 0.0000021751 0.0000002656 -0.0000259005 0.0000005518 -0.0000044690 0.0004008474 0.0035790474 0.0008744942 0.0000197963 0.0033650473 -0.0000061587 0.0025457098
1706797424.22549 1.374775 -1.577568 1.441696 0.026738 0.018160 -0.930191 0.365649 0.0000020874 0.0000003375 -0.0000252246 0.0000005817 -0.0000057286 0.0004008975 0.0035805670 0.0008734183 0.0000197533 0.0033611342 -0.0000062064 0.0025456906
1706797424.29222 1.371269 -1.579279 1.440794 0.025831 0.017613 -0.932168 0.360674 0.0000019784 0.0000003255 -0.0000243619 0.0000005802 -0.0000057452 0.0004010020 0.0035823637 0.0008720698 0.0000196981 0.0033565236 -0.0000062603 0.0025456722
1706797424.35895 1.367532 -1.581565 1.440248 0.024810 0.016935 -0.934503 0.354686 0.0000018606 0.0000003070 -0.0000233911 0.0000005764 -0.0000056769 0.0004011193 0.0035847013 0.0008709058 0.0000196346 0.0033518388 -0.0000063203 0.0025456516
1706797424.42568 1.364446 -1.583735 1.439999 0.024436 0.016317 -0.936954 0.348216 0.0000018024 0.0000002863 -0.0000228991 0.0000005685 -0.0000054451 0.0004011837 0.0035876994 0.0008699387 0.0000195683 0.0033470482 -0.0000063800 0.0025456325
1706797424.49240 1.361051 -1.586328 1.440028 0.023856 0.014722 -0.939470 0.341483 0.0000016989 0.0000002275 -0.0000219886 0.0000005460 -0.0000046078 0.0004013091 0.0035903199 0.0008692614 0.0000195010 0.0033431244 -0.0000064412 0.0025456152
1706797424.55914 1.357970 -1.588668 1.439694 0.022194 0.014778 -0.941989 0.334583 0.0000015650 0.0000002457 -0.0000207434 0.0000005602 -0.0000052368 0.0004014302 0.0035937413 0.0008687586 0.0000194244 0.0033390270 -0.0000064953 0.0025455935
1706797424.62588 1.355504 -1.590997 1.439922 0.020668 0.014151 -0.944442 0.327722 0.0000014380 0.0000002325 -0.0000194878 0.0000005615 -0.0000052925 0.0004015596 0.0035967106 0.0008681717 0.0000193402 0.0033353443 -0.0000065541 0.0025456155
1706797424.69262 1.352698 -1.593863 1.441347 0.019908 0.013175 -0.946799 0.320940 0.0000013493 0.0000002021 -0.0000185471 0.0000005532 -0.0000048958 0.0004016661 0.0035996749 0.0008680589 0.0000192504 0.0033327077 -0.0000066319 0.0025456946
1706797424.75936 1.351012 -1.596264 1.444117 0.020021 0.012180 -0.948853 0.314847 0.0000013329 0.0000001678 -0.0000183666 0.0000005389 -0.0000041832 0.0004017050 0.0036033181 0.0008681364 0.0000191690 0.0033300070 -0.0000067219 0.0025457765
1706797424.82609 1.349034 -1.598584 1.446748 0.019882 0.012122 -0.950517 0.309799 0.0000013203 0.0000001741 -0.0000182222 0.0000005441 -0.0000043360 0.0004017205 0.0036063403 0.0008683237 0.0000190955 0.0033280275 -0.0000068128 0.0025458569
1706797424.89284 1.347114 -1.601009 1.448830 0.019418 0.011589 -0.951790 0.305917 0.0000012710 0.0000001581 -0.0000176717 0.0000005406 -0.0000040895 0.0004017796 0.0036093779 0.0008683869 0.0000190303 0.0033259224 -0.0000068953 0.0025459366
1706797424.95957 1.345412 -1.603394 1.450351 0.019102 0.010933 -0.952710 0.303083 0.0000012355 0.0000001395 -0.0000172658 0.0000005353 -0.0000037249 0.0004018254 0.0036122951 0.0008685830 0.0000189720 0.0033242013 -0.0000069665 0.0025460087
1706797425.02631 1.344083 -1.605501 1.451803 0.018795 0.010604 -0.953436 0.300823 0.0000012077 0.0000001306 -0.0000169419 0.0000005338 -0.0000035650 0.0004018589 0.0036151594 0.0008689147 0.0000189212 0.0033228034 -0.0000070207 0.0025460792
1706797425.09307 1.342786 -1.607464 1.453716 0.026249 0.013137 -0.954346 0.297257 0.0000018459 0.0000001989 -0.0000232876 0.0000005389 -0.0000037745 0.0004012205 0.0036180500 0.0008690633 0.0000189279 0.0033211123 -0.0000070376 0.0025461492
1706797425.15978 1.340809 -1.610474 1.456209 0.037476 0.017654 -0.955614 0.291694 0.0000032076 0.0000003733 -0.0000329093 0.0000005633 -0.0000047951 0.0003998487 0.0036209374 0.0008689579 0.0000189990 0.0033191665 -0.0000070102 0.0025462434
1706797425.22651 1.337694 -1.614391 1.458730 0.057836 0.023209 -0.956885 0.283704 0.0000066886 0.0000005636 -0.0000494916 0.0000005652 -0.0000046866 0.0003963901 0.0036260551 0.0008685864 0.0000192334 0.0033151864 -0.0000069117 0.0025463154
1706797425.29325 1.332013 -1.620085 1.460712 0.075329 0.030720 -0.958797 0.272196 0.0000109801 0.0000011497 -0.0000640395 0.0000006445 -0.0000071680 0.0003920436 0.0036328931 0.0008677669 0.0000195250 0.0033093431 -0.0000067488 0.0025463693
1706797425.35996 1.323757 -1.627624 1.462135 0.084682 0.033576 -0.961477 0.259353 0.0000135873 0.0000014811 -0.0000713111 0.0000006885 -0.0000081940 0.0003894186 0.0036427969 0.0008658249 0.0000197598 0.0032997778 -0.0000066008 0.0025464141
1706797425.42668 1.311072 -1.638183 1.464265 0.086775 0.033752 -0.964720 0.246264 0.0000141635 0.0000016387 -0.0000727935 0.0000007191 -0.0000088445 0.0003888379 0.0036559101 0.0008629811 0.0000198870 0.0032869853 -0.0000065023 0.0025464923
1706797425.49338 1.293912 -1.651503 1.465853 0.083290 0.032549 -0.967982 0.234551 0.0000130579 0.0000016871 -0.0000698658 0.0000007519 -0.0000095013 0.0003899389 0.0036736111 0.0008586506 0.0000199292 0.0032694456 -0.0000064637 0.0025466075
1706797425.56004 1.271848 -1.667748 1.467423 0.077198 0.031302 -0.971057 0.223848 0.0000113311 0.0000017237 -0.0000650019 0.0000008016 -0.0000104650 0.0003916463 0.0036949163 0.0008528313 0.0000199178 0.0032482162 -0.0000064786 0.0025467513
1706797425.62673 1.246641 -1.686198 1.468835 0.070503 0.028995 -0.973721 0.214606 0.0000095532 0.0000015734 -0.0000595371 0.0000008014 -0.0000104753 0.0003934515 0.0037200677 0.0008449452 0.0000198850 0.0032226561 -0.0000065122 0.0025469285
1706797425.69343 1.217796 -1.706485 1.469837 0.064648 0.026408 -0.975883 0.206825 0.0000080817 0.0000013604 -0.0000545646 0.0000007719 -0.0000099232 0.0003949760 0.0037481229 0.0008358848 0.0000198244 0.0031951032 -0.0000065524 0.0025471183
1706797425.76013 1.186512 -1.727492 1.470328 0.059321 0.023848 -0.977601 0.200519 0.0000068671 0.0000011452 -0.0000500609 0.0000007334 -0.0000091378 0.0003962497 0.0037782945 0.0008249110 0.0000197337 0.0031653146 -0.0000065881 0.0025473162
1706797425.82681 1.152458 -1.750130 1.470979 0.053365 0.020055 -0.978975 0.195850 0.0000055833 0.0000008149 -0.0000447806 0.0000006576 -0.0000073023 0.0003976276 0.0038091424 0.0008121238 0.0000195957 0.0031346744 -0.0000066316 0.0025475490
1706797425.89350 1.116498 -1.771744 1.470407 0.050998 0.017137 -0.980224 0.190439 0.0000051005 0.0000006023 -0.0000426416 0.0000006040 -0.0000056933 0.0003981744 0.0038421914 0.0007974375 0.0000194084 0.0031021685 -0.0000066407 0.0025477325
1706797425.96019 1.079152 -1.794547 1.470712 0.049290 0.014853 -0.981147 0.186282 0.0000047211 0.0000004261 -0.0000409261 0.0000005671 -0.0000042087 0.0003985914 0.0038736844 0.0007801506 0.0000191137 0.0030692713 -0.0000066572 0.0025479194
1706797426.02688 1.040720 -1.817642 1.470682 0.044885 0.011578 -0.981856 0.183878 0.0000039378 0.0000002137 -0.0000369769 0.0000005385 -0.0000023636 0.0003994159 0.0039069926 0.0007623406 0.0000188435 0.0030373192 -0.0000066810 0.0025481261
1706797426.09356 1.000804 -1.840459 1.469459 0.037451 0.008866 -0.982192 0.183897 0.0000028744 0.0000000787 -0.0000308295 0.0000005271 -0.0000011131 0.0004004882 0.0039405159 0.0007433435 0.0000184641 0.0030059922 -0.0000067354 0.0025482779
1706797426.16027 0.961590 -1.863124 1.467990 0.031126 0.006547 -0.982288 0.184658 0.0000021166 0.0000000098 -0.0000255122 0.0000005253 -0.0000002815 0.0004012542 0.0039737395 0.0007226236 0.0000181089 0.0029751256 -0.0000067756 0.0025484509
1706797426.22697 0.921491 -1.885042 1.466275 0.037961 0.007513 -0.982196 0.183830 0.0000028961 0.0000000008 -0.0000310174 0.0000005272 -0.0000001247 0.0004004840 0.0040075825 0.0007012510 0.0000178086 0.0029456275 -0.0000067715 0.0025485875
1706797426.29365 0.881537 -1.905948 1.464394 0.039380 0.007404 -0.982074 0.184185 0.0000030673 -0.0000000232 -0.0000320998 0.0000005299 0.0000001668 0.0004003265 0.0040399261 0.0006789761 0.0000175121 0.0029176871 -0.0000067683 0.0025487006
1706797426.36034 0.841584 -1.926863 1.463417 0.038991 0.006931 -0.981999 0.184688 0.0000030074 -0.0000000512 -0.0000317406 0.0000005325 0.0000005038 0.0004003971 0.0040713253 0.0006557660 0.0000171997 0.0028910614 -0.0000067803 0.0025488001
1706797426.42703 0.801234 -1.947154 1.463274 0.042951 0.006393 -0.981757 0.185114 0.0000035216 -0.0000001474 -0.0000348145 0.0000005405 0.0000015436 0.0003998909 0.0041033691 0.0006315058 0.0000169040 0.0028653546 -0.0000068089 0.0025488767
1706797426.49372 0.760182 -1.967028 1.463747 0.044327 0.004632 -0.981775 0.184750 0.0000036525 -0.0000002857 -0.0000355817 0.0000005595 0.0000030292 0.0003997500 0.0041343987 0.0006061894 0.0000165598 0.0028408156 -0.0000068877 0.0025488994
1706797426.56041 0.718446 -1.986617 1.463850 0.044775 0.005210 -0.981650 0.185286 0.0000037305 -0.0000002617 -0.0000360348 0.0000005574 0.0000027218 0.0003996845 0.0041658548 0.0005795335 0.0000162255 0.0028171693 -0.0000069638 0.0025489445
1706797426.62709 0.676785 -2.005529 1.464194 0.041317 0.004279 -0.981459 0.187117 0.0000032340 -0.0000002617 -0.0000331906 0.0000005624 0.0000029582 0.0004001899 0.0041966275 0.0005519213 0.0000158690 0.0027948427 -0.0000070367 0.0025490130
1706797426.69380 0.634342 -2.023568 1.464976 0.039447 0.002725 -0.981226 0.188764 0.0000029542 -0.0000003259 -0.0000314755 0.0000005795 0.0000039214 0.0004004637 0.0042267086 0.0005234714 0.0000155056 0.0027738827 -0.0000071068 0.0025490878
1706797426.76048 0.591541 -2.040946 1.465747 0.039325 0.003748 -0.980923 0.190342 0.0000029579 -0.0000002694 -0.0000315125 0.0000005664 0.0000031948 0.0004004805 0.0042556531 0.0004936653 0.0000151606 0.0027540335 -0.0000071825 0.0025491243
1706797426.82716 0.548489 -2.057582 1.466523 0.034148 0.000765 -0.980900 0.191489 0.0000022971 -0.0000003413 -0.0000270432 0.0000005962 0.0000047793 0.0004011140 0.0042828361 0.0004626223 0.0000147618 0.0027353582 -0.0000072687 0.0025491110
1706797426.89383 0.504944 -2.074045 1.468653 0.034896 -0.002845 -0.981608 0.187671 0.0000023070 -0.0000005400 -0.0000271407 0.0000006830 0.0000076487 0.0004010207 0.0043098089 0.0004305453 0.0000143949 0.0027179762 -0.0000073729 0.0025491241
1706797426.96053 0.461617 -2.090218 1.472027 0.039257 -0.000831 -0.982593 0.181577 0.0000028412 -0.0000005212 -0.0000308176 0.0000006410 0.0000064583 0.0004005372 0.0043372114 0.0003977533 0.0000140616 0.0027021220 -0.0000075323 0.0025491854
1706797427.02721 0.418397 -2.105270 1.475623 0.041829 -0.002508 -0.983759 0.174536 0.0000031376 -0.0000006756 -0.0000326777 0.0000006946 0.0000079621 0.0004001956 0.0043632101 0.0003643105 0.0000137427 0.0026877520 -0.0000077050 0.0025492291
1706797427.09389 0.374174 -2.119794 1.478996 0.038621 -0.003678 -0.985215 0.166871 0.0000027282 -0.0000006357 -0.0000301012 0.0000006991 0.0000081177 0.0004006063 0.0043880152 0.0003305362 0.0000134070 0.0026750067 -0.0000078900 0.0025492501
1706797427.16058 0.329865 -2.132769 1.481326 0.035511 -0.005802 -0.986931 0.157076 0.0000023452 -0.0000006610 -0.0000274754 0.0000007441 0.0000092470 0.0004009470 0.0044114067 0.0002946619 0.0000130635 0.0026631869 -0.0000080789 0.0025492394
1706797427.22727 0.284639 -2.145513 1.483908 0.039798 -0.004874 -0.988705 0.144412 0.0000028726 -0.0000006964 -0.0000310691 0.0000007125 0.0000086173 0.0004004567 0.0044327661 0.0002580294 0.0000127547 0.0026528953 -0.0000082559 0.0025492407
1706797427.29397 0.239689 -2.154410 1.485829 0.040443 -0.006859 -0.990368 0.132243 0.0000029377 -0.0000007982 -0.0000314922 0.0000007657 0.0000097945 0.0004003464 0.0044534395 0.0002206684 0.0000124355 0.0026442894 -0.0000084709 0.0025493069
1706797427.36066 0.193804 -2.163873 1.487437 0.039363 -0.006459 -0.991906 0.120546 0.0000028312 -0.0000007202 -0.0000308005 0.0000007324 0.0000090412 0.0004005058 0.0044679582 0.0001824677 0.0000120792 0.0026373884 -0.0000087495 0.0025494762
1706797427.42736 0.148401 -2.172521 1.488254 0.032937 -0.007108 -0.993443 0.109252 0.0000021116 -0.0000005797 -0.0000257277 0.0000007193 0.0000087021 0.0004012561 0.0044835999 0.0001433620 0.0000117309 0.0026320408 -0.0000090022 0.0025496396
1706797427.49402 0.102420 -2.180411 1.489650 0.031836 -0.008479 -0.994991 0.094382 0.0000020111 -0.0000005973 -0.0000249530 0.0000007468 0.0000092691 0.0004013465 0.0044978806 0.0001042638 0.0000114073 0.0026283107 -0.0000092558 0.0025498425
1706797427.56072 0.057107 -2.186643 1.491770 0.036264 -0.008659 -0.996243 0.078161 0.0000024949 -0.0000006800 -0.0000285387 0.0000007519 0.0000092381 0.0004008871 0.0045110718 0.0000646530 0.0000110790 0.0026262280 -0.0000095039 0.0025500918
1706797427.62741 0.013913 -2.189876 1.493171 0.037151 -0.010616 -0.997330 0.061972 0.0000026115 -0.0000007787 -0.0000293269 0.0000008100 0.0000103246 0.0004007384 0.0045212581 0.0000258475 0.0000107689 0.0026257452 -0.0000097238 0.0025503472
1706797427.69410 -0.029197 -2.192633 1.492754 0.033878 -0.010655 -0.998313 0.045932 0.0000022767 -0.0000006789 -0.0000269449 0.0000007857 0.0000097691 0.0004011231 0.0045263239 -0.0000112696 0.0000104819 0.0026268861 -0.0000098762 0.0025505889
1706797427.76080 -0.071973 -2.193747 1.491335 0.028172 -0.012763 -0.999071 0.030007 0.0000017100 -0.0000006341 -0.0000223566 0.0000008510 0.0000109867 0.0004016466 0.0045295616 -0.0000480410 0.0000101822 0.0026292698 -0.0000099976 0.0025508134
1706797427.82750 -0.112796 -2.193435 1.490315 0.030923 -0.012934 -0.999354 0.012938 0.0000020007 -0.0000006849 -0.0000248059 0.0000008385 0.0000106952 0.0004013937 0.0045307607 -0.0000850817 0.0000099468 0.0026331066 -0.0000100725 0.0025510618
1706797427.89422 -0.151908 -2.190197 1.489272 -0.032106 0.014388 0.999366 0.005384 0.0000021455 -0.0000007587 -0.0000259340 0.0000008791 0.0000113576 0.0004012391 0.0045288378 -0.0001199820 0.0000097612 0.0026379705 -0.0000100367 0.0025513411
1706797427.96091 -0.191966 -2.187635 1.488550 -0.035716 0.014079 0.998989 0.023380 0.0000025775 -0.0000007898 -0.0000290399 0.0000008396 0.0000105617 0.0004008795 0.0045216630 -0.0001533139 0.0000096046 0.0026437411 -0.0000099786 0.0025516302
1706797428.02759 -0.231314 -2.183956 1.486955 -0.034273 0.014471 0.998503 0.040096 0.0000024327 -0.0000007541 -0.0000280134 0.0000008369 0.0000104713 0.0004010568 0.0045156104 -0.0001870564 0.0000094309 0.0026506832 -0.0000098939 0.0025518695
1706797428.09429 -0.270284 -2.179204 1.485176 -0.035515 0.014543 0.997606 0.057533 0.0000025993 -0.0000007514 -0.0000291631 0.0000008168 0.0000100321 0.0004009401 0.0045077722 -0.0002203502 0.0000092850 0.0026588101 -0.0000098005 0.0025521538
1706797428.16098 -0.309177 -2.173864 1.483784 -0.036349 0.014314 0.996449 0.074584 0.0000027229 -0.0000007122 -0.0000299865 0.0000007813 0.0000092632 0.0004008808 0.0044979870 -0.0002531321 0.0000091429 0.0026679440 -0.0000096845 0.0025524517
1706797428.22767 -0.347263 -2.167320 1.482900 -0.033776 0.014224 0.995269 0.089976 0.0000024464 -0.0000006377 -0.0000280816 0.0000007661 0.0000088722 0.0004012030 0.0044879188 -0.0002852268 0.0000089342 0.0026782413 -0.0000096016 0.0025527750
1706797428.29438 -0.385340 -2.159084 1.482385 -0.036782 0.014884 0.993666 0.105140 0.0000028143 -0.0000006798 -0.0000305916 0.0000007611 0.0000087373 0.0004008676 0.0044752397 -0.0003166847 0.0000087795 0.0026894809 -0.0000094549 0.0025530544
1706797428.36108 -0.424578 -2.150304 1.481743 -0.038406 0.014185 0.991975 0.119619 0.0000030129 -0.0000006172 -0.0000318892 0.0000007159 0.0000076495 0.0004007371 0.0044599708 -0.0003474274 0.0000086467 0.0027014035 -0.0000092396 0.0025533052
1706797428.42777 -0.462646 -2.139383 1.480379 -0.041446 0.013100 0.990048 0.133853 0.0000034186 -0.0000005239 -0.0000343225 0.0000006632 0.0000060279 0.0004004176 0.0044438206 -0.0003792114 0.0000085077 0.0027153570 -0.0000090951 0.0025536048
1706797428.49446 -0.499861 -2.128057 1.478953 -0.042042 0.012789 0.988150 0.147065 0.0000035141 -0.0000004613 -0.0000348570 0.0000006455 0.0000052214 0.0004003803 0.0044244263 -0.0004089749 0.0000083820 0.0027298987 -0.0000089778 0.0025539335
1706797428.56117 -0.537162 -2.116620 1.478702 -0.040386 0.011909 0.986320 0.159377 0.0000032890 -0.0000003618 -0.0000335278 0.0000006289 0.0000042303 0.0004006691 0.0044048773 -0.0004377367 0.0000081965 0.0027451938 -0.0000088763 0.0025542811
1706797428.62789 -0.573778 -2.104351 1.478082 -0.042198 0.011844 0.984126 0.171974 0.0000035481 -0.0000003130 -0.0000350191 0.0000006204 0.0000034971 0.0004004620 0.0043849585 -0.0004666259 0.0000080391 0.0027618148 -0.0000087214 0.0025545539
1706797428.69460 -0.613536 -2.090664 1.475751 -0.041854 0.011390 0.982115 0.183219 0.0000034839 -0.0000002325 -0.0000346679 0.0000006096 0.0000025815 0.0004005725 0.0043635608 -0.0004940240 0.0000077575 0.0027787353 -0.0000085557 0.0025547571
1706797428.76131 -0.650908 -2.076194 1.475472 -0.039557 0.011201 0.980150 0.193950 0.0000031818 -0.0000002169 -0.0000329004 0.0000006110 0.0000025196 0.0004009101 0.0043401179 -0.0005232948 0.0000075090 0.0027985267 -0.0000083610 0.0025550154
1706797428.82802 -0.687817 -2.059879 1.474829 -0.041527 0.010926 0.977964 0.204309 0.0000034409 -0.0000001493 -0.0000344172 0.0000006046 0.0000015966 0.0004007011 0.0043158174 -0.0005500272 0.0000073191 0.0028184606 -0.0000081857 0.0025553113
1706797428.89472 -0.724731 -2.042569 1.473794 -0.039684 0.009214 0.976112 0.213414 0.0000031536 -0.0000000325 -0.0000327013 0.0000006009 0.0000002302 0.0004010355 0.0042891753 -0.0005750751 0.0000071241 0.0028388996 -0.0000079899 0.0025555989
1706797428.96145 -0.761167 -2.025103 1.473234 -0.035527 0.008604 0.974436 0.221672 0.0000026365 -0.0000000329 -0.0000293843 0.0000006023 0.0000002426 0.0004015907 0.0042610201 -0.0005993950 0.0000068775 0.0028604720 -0.0000077966 0.0025559029
1706797429.02818 -0.797482 -2.006352 1.472880 -0.039601 0.009464 0.971879 0.231936 0.0000031430 -0.0000000001 -0.0000326606 0.0000005989 -0.0000002334 0.0004011168 0.0042317881 -0.0006231941 0.0000066370 0.0028831171 -0.0000075852 0.0025561781
1706797429.09490 -0.832808 -1.988509 1.472999 -0.041233 0.009285 0.969471 0.241535 0.0000033544 0.0000000568 -0.0000339384 0.0000005984 -0.0000009118 0.0004009391 0.0042020473 -0.0006454214 0.0000064314 0.0029061908 -0.0000073671 0.0025564379
1706797429.16161 -0.869264 -1.969945 1.472196 -0.042945 0.008807 0.967412 0.249383 0.0000035726 0.0000001337 -0.0000351463 0.0000006096 -0.0000017919 0.0004007601 0.0041734235 -0.0006669965 0.0000061723 0.0029299955 -0.0000071428 0.0025567197
1706797429.22831 -0.906808 -1.950805 1.470374 -0.041124 0.010156 0.965735 0.256050 0.0000033504 0.0000000245 -0.0000339569 0.0000005965 -0.0000006000 0.0004010067 0.0041437211 -0.0006885253 0.0000057994 0.0029553057 -0.0000069528 0.0025569064
1706797429.29504 -0.942612 -1.930065 1.469835 -0.041846 0.010911 0.963776 0.263185 0.0000034974 0.0000000101 -0.0000347790 0.0000005992 -0.0000004599 0.0004009024 0.0041144714 -0.0007104903 0.0000055310 0.0029831168 -0.0000067129 0.0025571585
1706797429.36174 -0.979233 -1.909330 1.468052 -0.042199 0.010455 0.961841 0.270134 0.0000035546 0.0000000538 -0.0000350764 0.0000006001 -0.0000010172 0.0004008827 0.0040822713 -0.0007296429 0.0000052106 0.0030104788 -0.0000064809 0.0025573580
1706797429.42845 -1.015370 -1.887372 1.466069 -0.038175 0.010641 0.959926 0.277438 0.0000030222 -0.0000000198 -0.0000319085 0.0000005975 -0.0000002216 0.0004014552 0.0040509893 -0.0007485308 0.0000048881 0.0030392610 -0.0000062246 0.0025575511
1706797429.49518 -1.051789 -1.865811 1.464050 -0.036175 0.010807 0.957394 0.286307 0.0000027815 -0.0000000414 -0.0000303929 0.0000005927 0.0000000127 0.0004017267 0.0040177214 -0.0007661671 0.0000046104 0.0030690180 -0.0000059685 0.0025577532
1706797429.56195 -1.087029 -1.844313 1.462849 -0.037677 0.012766 0.954140 0.296707 0.0000030434 -0.0000001119 -0.0000320306 0.0000005932 0.0000008371 0.0004015052 0.0039857245 -0.0007838418 0.0000043153 0.0031004222 -0.0000057154 0.0025579284
1706797429.62873 -1.123744 -1.823329 1.462338 -0.039339 0.015641 0.950207 0.308732 0.0000033728 -0.0000002379 -0.0000339936 0.0000006008 0.0000022178 0.0004012053 0.0039551690 -0.0007998529 0.0000040339 0.0031311560 -0.0000054556 0.0025581044
1706797429.69550 -1.160205 -1.802207 1.461330 -0.039815 0.017059 0.946489 0.319816 0.0000034927 -0.0000002915 -0.0000347122 0.0000006010 0.0000027730 0.0004011103 0.0039254045 -0.0008166925 0.0000037619 0.0031644252 -0.0000052036 0.0025582491
1706797429.76228 -1.196445 -1.780843 1.459853 -0.037023 0.017881 0.942527 0.331592 0.0000031756 -0.0000003676 -0.0000328617 0.0000006105 0.0000037886 0.0004014411 0.0038954424 -0.0008324341 0.0000034502 0.0031984425 -0.0000049546 0.0025583678
1706797429.82906 -1.232336 -1.758275 1.457708 -0.038094 0.019659 0.937815 0.344479 0.0000033977 -0.0000004330 -0.0000341844 0.0000006179 0.0000043678 0.0004012421 0.0038654973 -0.0008475466 0.0000030972 0.0032338608 -0.0000047310 0.0025585886
1706797429.89585 -1.267837 -1.735339 1.456579 -0.037813 0.021521 0.932409 0.358776 0.0000034648 -0.0000005172 -0.0000345694 0.0000006353 0.0000052639 0.0004011910 0.0038342029 -0.0008610292 0.0000027660 0.0032696718 -0.0000045054 0.0025587722
1706797429.96263 -1.302558 -1.711980 1.455424 -0.037842 0.023438 0.927011 0.372384 0.0000035754 -0.0000006038 -0.0000352044 0.0000006559 0.0000061281 0.0004010916 0.0038027853 -0.0008733397 0.0000024123 0.0033059862 -0.0000043040 0.0025589824
1706797430.02941 -1.336382 -1.688426 1.454314 -0.037184 0.024708 0.922115 0.384331 0.0000035903 -0.0000006819 -0.0000352939 0.0000006824 0.0000070072 0.0004010839 0.0037708880 -0.0008840310 0.0000020812 0.0033422447 -0.0000041200 0.0025591987
1706797430.09619 -1.369613 -1.664477 1.453109 -0.036643 0.025380 0.916940 0.396529 0.0000035832 -0.0000006955 -0.0000352288 0.0000006884 0.0000071782 0.0004011286 0.0037395916 -0.0008935437 0.0000017196 0.0033786117 -0.0000039420 0.0025594452
1706797430.16298 -1.402496 -1.639517 1.452018 -0.036115 0.025629 0.912270 0.407187 0.0000035303 -0.0000006783 -0.0000349213 0.0000006837 0.0000070577 0.0004012274 0.0037085612 -0.0009018434 0.0000013814 0.0034149770 -0.0000037481 0.0025596932
1706797430.22976 -1.434653 -1.613829 1.451314 -0.034799 0.024267 0.908296 0.416171 0.0000033004 -0.0000005782 -0.0000335921 0.0000006513 0.0000061623 0.0004015248 0.0036766402 -0.0009088087 0.0000010676 0.0034519012 -0.0000035787 0.0025598905
1706797430.29654 -1.464571 -1.586913 1.450927 -0.030113 0.022491 0.905368 0.422961 0.0000026839 -0.0000005118 -0.0000297049 0.0000006473 0.0000061098 0.0004021830 0.0036444368 -0.0009140462 0.0000007219 0.0034884119 -0.0000033959 0.0025600879
